si,ri,avg_community_size,community_count,sybil_wallet_count
0.7000000000000001,360,7.442622950819672,1159,8626
0.7000000000000001,370,7.435121107266436,1156,8595
0.7000000000000001,380,7.350214592274678,1165,8563
0.7000000000000001,390,7.374567474048443,1156,8525
0.7000000000000001,400,7.328151986183074,1158,8486
0.7000000000000001,410,7.274290627687017,1163,8460
0.7000000000000001,420,7.314236111111111,1152,8426
0.7000000000000001,430,7.244176013805005,1159,8396
0.7000000000000001,440,7.203958691910499,1162,8371
0.7000000000000001,450,7.25,1148,8323
0.7000000000000001,460,7.181503889369058,1157,8309
0.7000000000000001,470,7.1808695652173915,1150,8258
0.7000000000000001,480,7.163905841325196,1147,8217
0.7000000000000001,490,7.101386481802426,1154,8195
0.7000000000000001,500,7.088541666666667,1152,8166
0.7000000000000001,510,7.041415012942192,1159,8161
0.7000000000000001,520,7.0477845351867945,1151,8112
0.7000000000000001,530,6.98356401384083,1156,8073
0.7000000000000001,540,6.966292134831461,1157,8060
0.7000000000000001,550,6.961038961038961,1155,8040
0.7000000000000001,560,6.9479618386816995,1153,8011
0.7000000000000001,570,6.912554112554113,1155,7984
0.7000000000000001,580,6.930131004366812,1145,7935
0.7000000000000001,590,6.881076388888889,1152,7927
0.7000000000000001,600,6.829879101899827,1158,7909
0.7000000000000001,610,6.7998274374460745,1159,7881
0.7000000000000001,620,6.822357019064125,1154,7873
0.7000000000000001,630,6.772884283246977,1158,7843
0.7000000000000001,640,6.769297484822203,1153,7805
0.7000000000000001,650,6.774782608695652,1150,7791
0.7000000000000001,660,6.723570190641248,1154,7759
0.7000000000000001,670,6.7293298520452565,1149,7732
0.7000000000000001,680,6.643470790378007,1164,7733
0.7000000000000001,690,6.62768701633706,1163,7708
0.7000000000000001,700,6.660574412532637,1149,7653
0.7000000000000001,710,6.611734253666954,1159,7663
0.7000000000000001,720,6.545687446626815,1171,7665
0.7000000000000001,730,6.502551020408164,1176,7647
0.7000000000000001,740,6.500853242320819,1172,7619
0.7000000000000001,750,6.5310880829015545,1158,7563
0.7000000000000001,760,6.514680483592401,1158,7544
0.7000000000000001,770,6.518166089965398,1156,7535
0.7000000000000001,780,6.469072164948454,1164,7530
0.7000000000000001,790,6.416095890410959,1168,7494
0.7000000000000001,800,6.449525452976704,1159,7475
0.7000000000000001,810,6.425,1160,7453
0.7000000000000001,820,6.351236146632566,1173,7450
0.7000000000000001,830,6.416450216450216,1155,7411
0.7000000000000001,840,6.336480686695279,1165,7382
0.7000000000000001,850,6.331046312178388,1166,7382
0.7000000000000001,860,6.243861134631668,1181,7374
0.7000000000000001,870,6.281678082191781,1168,7337
0.7000000000000001,880,6.313148788927336,1156,7298
0.7000000000000001,890,6.253859348198971,1166,7292
0.7000000000000001,900,6.246140651801029,1166,7283
0.7000000000000001,910,6.210076857386849,1171,7272
0.7000000000000001,920,6.221269296740995,1166,7254
0.7000000000000001,930,6.193327630453379,1169,7240
0.7000000000000001,940,6.149317406143345,1172,7207
0.7000000000000001,950,6.183462532299742,1161,7179
0.7000000000000001,960,6.162650602409639,1162,7161
0.7000000000000001,970,6.172413793103448,1160,7160
0.7000000000000001,980,6.121551724137931,1160,7101
0.7000000000000001,990,6.1139674378748925,1167,7135
0.8,0,6.14468085106383,940,5776
0.8,10,15.13953488372093,774,11718
0.8,20,12.989830508474576,885,11496
0.8,30,11.864495798319327,952,11295
0.8,40,11.12987012987013,1001,11141
0.8,50,10.61046511627907,1032,10950
0.8,60,10.217924528301888,1060,10831
0.8,70,9.881809787626961,1083,10702
0.8,80,9.676739926739927,1092,10567
0.8,90,9.50865998176846,1097,10431
0.8,100,9.292155094679892,1109,10305
0.8,110,9.11260053619303,1119,10197
0.8,120,9.108303249097473,1108,10092
0.8,130,8.853615520282187,1134,10040
0.8,140,8.780530973451327,1130,9922
0.8,150,8.658751099384345,1137,9845
0.8,160,8.577836411609498,1137,9753
0.8,170,8.42832319721981,1151,9701
0.8,180,8.376634699215344,1147,9608
0.8,190,8.3117903930131,1145,9517
0.8,200,8.218260869565217,1150,9451
0.8,210,8.249780123131046,1137,9380
0.8,220,8.11877729257642,1145,9296
0.8,230,8.113157894736842,1140,9249
0.8,240,8.029798422436459,1141,9162
0.8,250,7.972076788830716,1146,9136
0.8,260,7.911072362685266,1147,9074
0.8,270,7.845953002610966,1149,9015
0.8,280,7.7357512953367875,1158,8958
0.8,290,7.772052401746725,1145,8899
0.8,300,7.718885987815492,1149,8869
0.8,310,7.632263660017346,1153,8800
0.8,320,7.610051993067591,1154,8782
0.8,330,7.51931330472103,1165,8760
0.8,340,7.560592850915431,1147,8672
0.8,350,7.447119518486672,1163,8661
0.8,360,7.445689655172414,1160,8637
0.8,370,7.385407725321889,1165,8604
0.8,380,7.371231696813092,1161,8558
0.8,390,7.40714908456844,1147,8496
0.8,400,7.341421143847487,1154,8472
0.8,410,7.285099052540913,1161,8458
0.8,420,7.281519861830743,1158,8432
0.8,430,7.233218588640275,1162,8405
0.8,440,7.27763272410792,1149,8362
0.8,450,7.228100607111882,1153,8334
0.8,460,7.246515679442509,1148,8319
0.8,470,7.206293706293707,1144,8244
0.8,480,7.148954703832753,1148,8207
0.8,490,7.13304347826087,1150,8203
0.8,500,7.083333333333333,1152,8160
0.8,510,7.096689895470384,1148,8147
0.8,520,7.025951557093426,1156,8122
0.8,530,6.990509059534081,1159,8102
0.8,540,7.0322299651567945,1148,8073
0.8,550,6.990426457789382,1149,8032
0.8,560,6.936741767764298,1154,8005
0.8,570,6.891961970613656,1157,7974
0.8,580,6.934668989547038,1148,7961
0.8,590,6.925569176882662,1142,7909
0.8,600,6.825,1160,7917
0.8,610,6.868695652173913,1150,7899
0.8,620,6.79188255613126,1158,7865
0.8,630,6.775757575757575,1155,7826
0.8,640,6.764044943820225,1157,7826
0.8,650,6.775261324041812,1148,7778
0.8,660,6.73460537727667,1153,7765
0.8,670,6.664089347079038,1164,7757
0.8,680,6.672428694900605,1157,7720
0.8,690,6.645994832041343,1161,7716
0.8,700,6.634083044982699,1156,7669
0.8,710,6.574614065180103,1166,7666
0.8,720,6.572656921754084,1163,7644
0.8,730,6.519247219846022,1169,7621
0.8,740,6.526225279449699,1163,7590
0.8,750,6.508561643835616,1168,7602
0.8,760,6.520725388601036,1158,7551
0.8,770,6.5064935064935066,1155,7515
0.8,780,6.487489214840379,1159,7519
0.8,790,6.465918895599655,1159,7494
0.8,800,6.437931034482759,1160,7468
0.8,810,6.389031705227078,1167,7456
0.8,820,6.376390076988879,1169,7454
0.8,830,6.335604770017036,1174,7438
0.8,840,6.323353293413174,1169,7392
0.8,850,6.31025641025641,1170,7383
0.8,860,6.288150042625746,1173,7376
0.8,870,6.296486718080549,1167,7348
0.8,880,6.252129471890971,1174,7340
0.8,890,6.255774165953807,1169,7313
0.8,900,6.276247848537005,1162,7293
0.8,910,6.214163822525597,1172,7283
0.8,920,6.178723404255319,1175,7260
0.8,930,6.174914675767918,1172,7237
0.8,940,6.162671232876712,1168,7198
0.8,950,6.202761000862813,1159,7189
0.8,960,6.203125,1152,7146
0.8,970,6.192374350086655,1154,7146
0.8,980,6.177642980935875,1154,7129
0.8,990,6.069787234042553,1175,7132
0.9,0,6.189727463312369,954,5905
0.9,10,15.117268041237113,776,11731
0.9,20,13.08675799086758,876,11464
0.9,30,11.951322751322751,945,11294
0.9,40,11.13913913913914,999,11128
0.9,50,10.619554695062924,1033,10970
0.9,60,10.20754716981132,1060,10820
0.9,70,9.945945945945946,1073,10672
0.9,80,9.694214876033058,1089,10557
0.9,90,9.536630036630036,1092,10414
0.9,100,9.389598540145986,1096,10291
0.9,110,9.141958670260557,1113,10175
0.9,120,9.07085201793722,1115,10114
0.9,130,8.876106194690266,1130,10030
0.9,140,8.804078014184396,1128,9931
0.9,150,8.636602451838879,1142,9863
0.9,160,8.583845478489904,1139,9777
0.9,170,8.4828797190518,1139,9662
0.9,180,8.371503496503497,1144,9577
0.9,190,8.31583552055993,1143,9505
0.9,200,8.23585726718886,1149,9463
0.9,210,8.21015761821366,1142,9376
0.9,220,8.212014134275618,1132,9296
0.9,230,8.101933216168717,1138,9220
0.9,240,8.021853146853147,1144,9177
0.9,250,7.942558746736292,1149,9126
0.9,260,7.873153779322329,1151,9062
0.9,270,7.828546562228024,1149,8995
0.9,280,7.757575757575758,1155,8960
0.9,290,7.727430555555555,1152,8902
0.9,300,7.68,1150,8832
0.9,310,7.623275862068965,1160,8843
0.9,320,7.621739130434783,1150,8765
0.9,330,7.618006993006993,1144,8715
0.9,340,7.577157802964255,1147,8691
0.9,350,7.493934142114385,1154,8648
0.9,360,7.464409722222222,1152,8599
0.9,370,7.43982683982684,1155,8593
0.9,380,7.355917667238422,1166,8577
0.9,390,7.373160173160173,1155,8516
0.9,400,7.310344827586207,1160,8480
0.9,410,7.321799307958478,1156,8464
0.9,420,7.278688524590164,1159,8436
0.9,430,7.303742384682333,1149,8392
0.9,440,7.159420289855072,1173,8398
0.9,450,7.222608695652174,1150,8306
0.9,460,7.196877710320902,1153,8298
0.9,470,7.150173611111111,1152,8237
0.9,480,7.123809523809523,1155,8228
0.9,490,7.146596858638744,1146,8190
0.9,500,7.102697998259356,1149,8161
0.9,510,7.044079515989629,1157,8150
0.9,520,7.040834057341442,1151,8104
0.9,530,6.952667814113597,1162,8079
0.9,540,6.9509043927648575,1161,8070
0.9,550,6.944732297063903,1158,8042
0.9,560,6.948651000870322,1149,7984
0.9,570,6.890328151986183,1158,7979
0.9,580,6.863793103448276,1160,7962
0.9,590,6.913461538461538,1144,7909
0.9,600,6.810508182601206,1161,7907
0.9,610,6.798791018998273,1158,7873
0.9,620,6.817789291882556,1158,7895
0.9,630,6.787878787878788,1155,7840
0.9,640,6.7554206418039895,1153,7789
0.9,650,6.7724498692240624,1147,7768
0.9,660,6.7337380745880315,1153,7764
0.9,670,6.718126626192541,1153,7746
0.9,680,6.702515177797051,1153,7728
0.9,690,6.692508710801394,1148,7683
0.9,700,6.637305699481865,1158,7686
0.9,710,6.596385542168675,1162,7665
0.9,720,6.564695801199657,1167,7661
0.9,730,6.523037542662116,1172,7645
0.9,740,6.538593481989708,1166,7624
0.9,750,6.494439692044483,1169,7592
0.9,760,6.501718213058419,1164,7568
0.9,770,6.51771823681936,1157,7541
0.9,780,6.441780821917808,1168,7524
0.9,790,6.4550949913644216,1158,7475
0.9,800,6.454702329594478,1159,7481
0.9,810,6.405684754521964,1161,7437
0.9,820,6.378006872852234,1164,7424
0.9,830,6.378657487091222,1162,7412
0.9,840,6.366838487972508,1164,7411
0.9,850,6.3159246575342465,1168,7377
0.9,860,6.2751277683134585,1174,7367
0.9,870,6.29073756432247,1166,7335
0.9,880,6.292202227934876,1167,7343
0.9,890,6.255355612682091,1167,7300
0.9,900,6.246351931330472,1165,7277
0.9,910,6.207161125319693,1173,7281
0.9,920,6.237972508591065,1164,7261
0.9,930,6.1781756180733165,1173,7247
0.9,940,6.1756640959725795,1167,7207
0.9,950,6.1656652360515025,1165,7183
0.9,960,6.152192605331041,1163,7155
0.9,970,6.133161512027492,1164,7139
0.9,980,6.1545768566493955,1158,7127
0.9,990,6.10377358490566,1166,7117
1.0,0,6.171907756813417,954,5888
1.0,10,15.215304798962386,771,11731
1.0,20,13.002265005662514,883,11481
1.0,30,11.824947589098532,954,11281
1.0,40,11.15115115115115,999,11140
1.0,50,10.562198649951783,1037,10953
1.0,60,10.223796033994335,1059,10827
1.0,70,9.927576601671309,1077,10692
1.0,80,9.71889400921659,1085,10545
1.0,90,9.455040871934605,1101,10410
1.0,100,9.27158273381295,1112,10310
1.0,110,9.14221824686941,1118,10221
1.0,120,9.016057091882248,1121,10107
1.0,130,8.869257950530036,1132,10040
1.0,140,8.732456140350877,1140,9955
1.0,150,8.647368421052631,1140,9858
1.0,160,8.547368421052632,1140,9744
1.0,170,8.461942257217848,1143,9672
1.0,180,8.368881118881118,1144,9574
1.0,190,8.331288343558283,1141,9506
1.0,200,8.227826086956522,1150,9462
1.0,210,8.199475065616799,1143,9372
1.0,220,8.171654929577464,1136,9283
1.0,230,8.097283085013146,1141,9239
1.0,240,8.007839721254355,1148,9193
1.0,250,7.975481611208406,1142,9108
1.0,260,7.880973066898349,1151,9071
1.0,270,7.851916376306621,1148,9014
1.0,280,7.80174672489083,1145,8933
1.0,290,7.7237185056472635,1151,8890
1.0,300,7.658304498269896,1156,8853
1.0,310,7.635181975736568,1154,8811
1.0,320,7.622280243690166,1149,8758
1.0,330,7.56017316017316,1155,8732
1.0,340,7.512532411408816,1157,8692
1.0,350,7.47923875432526,1156,8646
1.0,360,7.437446074201898,1159,8620
1.0,370,7.486486486486487,1147,8587
1.0,380,7.357081545064378,1165,8571
1.0,390,7.383347788378144,1153,8513
1.0,400,7.308419243986254,1164,8507
1.0,410,7.277730008598453,1163,8464
1.0,420,7.290657439446367,1156,8428
1.0,430,7.266666666666667,1155,8393
1.0,440,7.2645778938207135,1149,8347
1.0,450,7.24695652173913,1150,8334
1.0,460,7.167385677308024,1159,8307
1.0,470,7.21172353455818,1143,8243
1.0,480,7.18760907504363,1146,8237
1.0,490,7.091616248919619,1157,8205
1.0,500,7.135087719298245,1140,8134
1.0,510,7.102005231037489,1147,8146
1.0,520,7.049265341400173,1157,8156
1.0,530,7.008643042350908,1157,8109
1.0,540,6.98013816925734,1158,8083
1.0,550,6.9764808362369335,1148,8009
1.0,560,6.959130434782609,1150,8003
1.0,570,6.9067357512953365,1158,7998
1.0,580,6.896790980052038,1153,7952
1.0,590,6.877056277056277,1155,7943
1.0,600,6.840692640692641,1155,7901
1.0,610,6.843018213356461,1153,7890
1.0,620,6.781411359724613,1162,7880
1.0,630,6.730472103004292,1165,7841
1.0,640,6.79825327510917,1145,7784
1.0,650,6.76,1150,7774
1.0,660,6.67725321888412,1165,7779
1.0,670,6.734320557491289,1148,7731
1.0,680,6.690104166666667,1152,7707
1.0,690,6.641688199827735,1161,7711
1.0,700,6.629757785467128,1156,7664
1.0,710,6.569349315068493,1168,7673
1.0,720,6.540239726027397,1168,7639
1.0,730,6.554694229112834,1161,7610
1.0,740,6.530120481927711,1162,7588
1.0,750,6.486786018755328,1173,7609
1.0,760,6.539930555555555,1152,7534
1.0,770,6.543951261966928,1149,7519
1.0,780,6.442340791738382,1162,7486
1.0,790,6.4553264604811,1164,7514
1.0,800,6.41830624465355,1169,7503
1.0,810,6.419187554019015,1157,7427
1.0,820,6.40276577355229,1157,7408
1.0,830,6.417172593235039,1153,7399
1.0,840,6.366379310344827,1160,7385
1.0,850,6.365051903114187,1156,7358
1.0,860,6.313036020583191,1166,7361
1.0,870,6.283018867924528,1166,7326
1.0,880,6.312068965517241,1160,7322
1.0,890,6.208866155157716,1173,7283
1.0,900,6.191525423728813,1180,7306
1.0,910,6.208013640238704,1173,7282
1.0,920,6.187393526405452,1174,7264
1.0,930,6.228055077452668,1162,7237
1.0,940,6.142006802721088,1176,7223
1.0,950,6.178387650085763,1166,7204
1.0,960,6.155498281786942,1164,7165
1.0,970,6.1663778162911616,1154,7116
1.0,980,6.114065180102916,1166,7129
1.0,990,6.084615384615384,1170,7119
